,activity,grade,merit,message,time,user
18,560       ,Sr. Member Offline,250,"['Market predictions, if done by the legit experts, could be a good way to create profit. Predictions may seem useless to you perhaps because they came from pseudo-experts. The problem is that the market is right there in front of us and anybody can make predictions. But if you are not able to make something of the prices and the graphs, you will definitely need good predictions from those who really know the thing. ']","July 24, 2018, 04:15:36 AM",Periodik
19,420       ,Full Member Offline,100        Native Filipino Translator,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg41862696#msg41862696"">Quote from: 9jaflick on July 09, 2018, 07:56:47 PM</a></div>', '<div class=""quote"">As an investor one thing you shouldn\'t engage yourself with is Predictions, if you want to be successfully in this Crypto ecosystem, you need to stay off any form of market prediction.<br/><br/>Here are few reasons why you shouldn\'t engaged with it (market/price prediction) <br/><br/>1. Predictions can be wrong<br/><br/>2. Listening to predictions makes you a speculator<br/><br/>3. Listening to predictions makes you an onlooker<br/><br/>4. Price prediction gives you nothing for today, only false hope<br/><br/>5. Listening to price prediction makes you think in one direction<br/><br/>Finally<br/><br/><b>Don\x92t let speculation and assumption make you decide what to do.</b><br/></div>', 'Prediction helps even it is false or true. It helps because with the predection a lot of people buy or sell their bitcoins or altcoins thats is how market goes. Without this false or true speculation people will just hold and will not buy or sell.']","July 24, 2018, 04:25:55 AM",brylle34
0,266       ,Newbie Offline,0,"[""This market is all based on predictions and speculations in the first place. Bitcoin being volatile makes people do that. Yes predictions may fail but if you try to think things logically you will understand it. I stayed away from predictions for quite sometime now. It makes you expect things and then if the predictions didn't come true you will lose a lot of self confidence.""]","July 24, 2018, 04:26:19 AM",bigblackdeck45
1,392       ,Full Member Offline,101,"[""Yeah prediction is only speculation from some people, that draw us to loss. Indeed right first it gives us profit but in the end nothing even give us loss. But maybe there are really predictions that help. But let's us being consisten rely on ourself, i think that's better.""]","July 24, 2018, 04:42:42 AM",Tynovten_
2,14       ,Newbie Offline,0,"['I totally agree with your statement. Future is too unclear to be seen and predicted. Therefore, I prefer to build a well-diversified portfolio based on your risk preference and investment goals. And it should include different assets among which are various currencies and projects. I can name you one good Token Sale. It is called Socratus.\xa0 It is an insurance ecosystem which provides a digital platform for insurance companies. So any insurance company can connect the platform to become the part of Insurance Digital Ecosystem. ']","July 24, 2018, 05:10:37 AM",Eva Ren
3,364       ,Full Member Offline,101,"['As far as the market is concern, there will always be predictions made by individuals to know where the market would move next, for them to either have an entry or an exit. But be it as it may, there is no certainty in any prediction and therefore, should not be solely relied upon, it should only serve as a guide when making analysis.']","July 24, 2018, 05:11:33 AM",Webberson
4,289       ,Full Member Offline,100        Semi-Decentralized Exchange,"['As a wise investor you also need to listen to the opinion of the market. Having accurate predictions, there are negative predictions, so we need to weigh them down. Because crypto has fluctuating properties so no one can predict correctly.']","July 24, 2018, 05:28:42 AM",giacatluong
5,98       ,Newbie Offline,0,"[""As for me I rarely rely on other people's predictions, but I sometimes think about it and watch the charts trying to understand what's going on. Rather than giving myself unnecessary headache.""]","July 24, 2018, 05:46:32 AM",Tulanpa
6,434       ,Full Member Offline,103        Eloncity - power the world for free! /eloncity.io/,"['Of course, there are some unexplained predictions, but what about analyzing and making predictions out of it? Do you feel the same about, for instance, technical analysis? ', '<br/>', 'Anyway before making any decisions, you have to think and make a research yourself.', '<br/>', 'What do you guys think about technical analysis by the way? Does it take long to learn how to do it? ']","July 24, 2018, 06:29:24 AM",Nelly.G0211
7,140       ,Copper Member,0,"[""No one can judge the market value. it's only depends us how can we manage or judgments. but we should be careful & following knowledge about crypto currency. It is only our decision what will be do.54""]","July 24, 2018, 07:13:40 AM",Gurjasmeet
8,28       ,Newbie Offline,0,['Because market prediction is juts prediction. We can not predict what exactly will happen in the future so should not believe all prediction'],"July 24, 2018, 08:16:50 AM",Generaldiscussion
9,144       ,Member Offline,10,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg41862696#msg41862696"">Quote from: 9jaflick on July 09, 2018, 07:56:47 PM</a></div>', '<div class=""quote"">As an investor one thing you shouldn\'t engage yourself with is Predictions, if you want to be successfully in this Crypto ecosystem, you need to stay off any form of market prediction.<br/><br/>Here are few reasons why you shouldn\'t engaged with it (market/price prediction) <br/><br/>1. Predictions can be wrong<br/><br/>2. Listening to predictions makes you a speculator<br/><br/>3. Listening to predictions makes you an onlooker<br/><br/>4. Price prediction gives you nothing for today, only false hope<br/><br/>5. Listening to price prediction makes you think in one direction<br/><br/>Finally<br/><br/><b>Don\x92t let speculation and assumption make you decide what to do.</b><br/></div>', '<br/>', 'In the end, trust what you want to trust and do what you want to do.', '<br/>', ""But if investor didn't listen other assumption, I don't they will easily convinced to do investment. "", '<br/>', ""At least, you should listen even though you didn't accept their thoughts when you want investing.""]","July 24, 2018, 08:32:59 AM",vachellie
10,980       ,Hero Member Offline,500,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg42741220#msg42741220"">Quote from: jessbaker27 on July 23, 2018, 03:51:18 PM</a></div>', '<div class=""quote"">We should know thay all these are all speculations. It can just cause panic to the btc users and really should avoid them<br/></div>', ""Yeah they just speculate according to their interests, that's what you have to avoid. when they have sold all of their assets "", '<br/>', ""they will make bad speculation so that many people panic and prices drop, so they can use it. don't be fooled and don't follow they..""]","July 24, 2018, 04:35:21 AM",Pattart
